id,name,lat,lng,streamUrl
RC-192,RC-192 ลานโพธิ์,12.968493,100.91054,https://stream1.ioc.pattaya.go.th/live/RC-192.m3u8
RC-193,RC-193 ซอยไปรษณีย์,12.970816,100.9037,https://stream1.ioc.pattaya.go.th/live/RC-193.m3u8
RC-197,RC-197 ซอยไปรษณีย์,12.968736,100.90635,https://stream1.ioc.pattaya.go.th/live/RC-197.m3u8
RC-199,RC-199 ซอยไปรษณีย์,12.968806,100.907514,https://stream1.ioc.pattaya.go.th/live/RC-199.m3u8
RC-209,RC-209 นาเกลือซอย 7 (กล้องที่ 2),12.973383,100.906932,https://stream1.ioc.pattaya.go.th/live/RC-209.m3u8
RC-210,RC-210 ลานโพธิ์,12.97331,100.906723,https://stream1.ioc.pattaya.go.th/live/RC-210.m3u8
RC-245,RC-245 หนองใหญ่ก้าวหน้า,12.950506,100.904859,https://stream1.ioc.pattaya.go.th/live/RC-245.m3u8
RC-246,RC-246 สี่แยกพัทยาเหนือ - สุขุมวิท SN02,12.948703,100.905486,https://stream1.ioc.pattaya.go.th/live/RC-246.m3u8
RC-247,RC-247 ต้นกระบก,12.952352,100.905717,https://stream1.ioc.pattaya.go.th/live/RC-247.m3u8
RC-256,RC-256 บ้านกระบก 33,12.958849,100.909749,https://stream1.ioc.pattaya.go.th/live/RC-256.m3u8
RC-257,RC-257 เสา Base หน้าเมืองจําลอง (SOS),12.958468,100.908531,https://stream1.ioc.pattaya.go.th/live/RC-257.m3u8
RC-258,RC-258 พัทยา-ซอยสุขุมวิท ซ. 33,12.959765,100.908834,https://stream1.ioc.pattaya.go.th/live/RC-258.m3u8
RC-259,RC-259 จุดกลับรถเมืองจำลอง,12.956937,100.908163,https://stream1.ioc.pattaya.go.th/live/RC-259.m3u8
RC-263,RC-263 หนองใหญ่บ้านล่าง,12.951717,100.906707,https://stream1.ioc.pattaya.go.th/live/RC-263.m3u8
RC-264,RC-264 สี่แยกพัทยาเหนือ - สุขุมวิท,12.948521,100.905758,https://stream1.ioc.pattaya.go.th/live/RC-264.m3u8
RC-268,RC-268 สาย7ฝั่งขาออกพัทยาด้านหลัง,12.944633,100.908557,https://stream1.ioc.pattaya.go.th/live/RC-268.m3u8
RC-271,RC-271 หนองใหญ่บ้านล่าง,12.951068,100.907774,https://stream1.ioc.pattaya.go.th/live/RC-271.m3u8
RC-272,RC-272 หนองใหญ่บ้านล่าง,12.951074,100.907808,https://stream1.ioc.pattaya.go.th/live/RC-272.m3u8
RC-284,RC-284 บ้านกระบก 33,12.956079,100.915258,https://stream1.ioc.pattaya.go.th/live/RC-284.m3u8
RC-289,RC-289 ซอยชัยพรวิถี,12.96603,100.915384,https://stream1.ioc.pattaya.go.th/live/RC-289.m3u8
RC-290,RC-290 ชัยพรวิถี,12.966388,100.913984,https://stream1.ioc.pattaya.go.th/live/RC-290.m3u8
RC-291,RC-291 ชัยพรวิถี,12.965819,100.916207,https://stream1.ioc.pattaya.go.th/live/RC-291.m3u8
RC-293,RC-293 บ้านกระบก 33,12.965994,100.910199,https://stream1.ioc.pattaya.go.th/live/RC-293.m3u8
RC-294,RC-294 บ้านกระบก 33,12.962815,100.909477,https://stream1.ioc.pattaya.go.th/live/RC-294.m3u8
RC-295,RC-295 บ้านกระบก 33,12.96131,100.909172,https://stream1.ioc.pattaya.go.th/live/RC-295.m3u8
RC-322,RC-322 บริเวณ ทางเบี่ยงเข้าถนนพัทยากลาง,12.931952,100.899736,https://stream1.ioc.pattaya.go.th/live/RC-322.m3u8
RC-335,RC-335 รุ่งเรือง,12.943161,100.904188,https://stream1.ioc.pattaya.go.th/live/RC-335.m3u8
RC-336,RC-336 รุ่งเรือง,12.943051,100.907117,https://stream1.ioc.pattaya.go.th/live/RC-336.m3u8
RC-337,RC-337 สาย7ฝั่งขาเข้าพัทยาด้านหน้า,12.944499,100.906903,https://stream1.ioc.pattaya.go.th/live/RC-337.m3u8
RC-339,RC-339 รุ่งเรือง,12.941972,100.903845,https://stream1.ioc.pattaya.go.th/live/RC-339.m3u8
